schoolCode,schoolName,contactNumber
JH017,Siddharth Public School P.O. Ramgarh Cantt  Siddarth Nagar  Hazaribag  India,"09234300583
"
JH018,Gulmohur High School Telco Colony  Jamshedpur  East Singhbhum  India,"0657-2286811
"
JH019,Little Flower School Telco Colony  Jamshedpur  East Singhbhum  India,"0657-2286140
"
JH020,Loyola School Opp: Bdeldih Club  Jamshedpur  East Singhbhum  India,"0657-2224816
"
JH021,Sacred Heart Convent School Northern Town  Bistupur P.O.Jamshedpur  East Singhbhum  India,"0657-2431478
"
JH022,D. B. M. S. English School Road No. 7  B. H. Area  P. O. KadmaJamshedpur  East Singhbhum  India,"0657-2305367
"
JH023,Rajendra Vidyalaya Swarnarekha Link Road  Sakchi  Jamshedpur  East Singhbhum  India,"0657-2423206
"
JH024,Hill Top School Telco Colony  Jamshedpur  East Singhbhum  India,"06572284061
"
JH025,Kerala Samajam Model School GolmuriBeside Nttf Campus Jamshedpur  East Singhbhum  India,"0657-2421810
"
JH026,Church School Beldih Triangle  Jamshedpur  East Singhbhum  India,"0657-2433502
"
JH027,Carmel School Madhupur  Madhupur  Deoghar  India,"8404997900
"
JH028,Bishop Westcott Boys' School P. O. Namkum Ranchi  India,"8092065002
"
JH029,Bishop Westcott Girls' School P. O. Namkum Ranchi  India,"0651-2260248
"
JH030,Loreto Convent P. O. Box No. 17  Doranda H. P. O.  Ranchi  India,"0651-2410042
"
JH031,St. Xavier's School Doranda P.o.  P.o. Box No. 16  Ranchi  India,"0651-2253777
"
JH032,St. Anthony's School North Office Para  Doranda  P.O. Hinoo  Ranchi  India,"9204060251
"
JH033,St. Thomas School Sector-3  Dhurwa  Ranchi  India,"0651-2446180
"
JH034,S.d.a. Senior Secondary School Khunti  Ranchi  India,"06528-220376
"
JH035,Sacred Heart School Hulhundu P.o.  Hulhundu  Ranchi  India,"09771995632
"
JH036,Ursuline English Medium School Silli  Muri  Ranchi  India,"07324876161
"
JH037,St. Xavier's School Publishing House Sahibganj  India,"09631510449
"
JH038,St. Joseph's Convent High School P. O. Mosaboni Mines  Singhbhum  East Singhbhum  India,"06585-275709
"
JH039,Loyola School P.o. Chirkunda  Taldanga  Dhanbad  India,"7903159820
"
JH040,Narbheram Hansraj English School Kharkai Link Road  Bistupur  Jamshedpur  East Singhbhum  India,"0657-2249406
"
JH041,Bishop's School .  Old H.B. Road  Ranchi  India,"9771498211
"
JH042,Vig English School Chhota Govindpur (Telco)  Jamshedpur  East Singhbhum  India,"9264444656
"
JH043,A. D. L. S. Sunshine School Sakchi  Jamshedpur  East Singhbhum  India,"0657-2432904
"
JH044,Mount View School P.O. M.G.M. Medical College  Jamshedpur  East Singhbhum  India,"0657-2653242
"
JH045,Kako Hill School Kanko Muth  Katras  Dhanbad  India,"7519006800
"
JH046,St. Francis School Harmu Housing Colony  Ranchi  India,"0651-2246549
"
JH047,St. Francis School P.o. Jasidih  Jasidih  Deoghar  India,"7352788239
"
JH048,Andhra Association English School Road No. 1  B.H. Area  P.O. KadmaJamshedpur  East Singhbhum  India,"0657-2306893
"
JH050,Motilal Nehru Public School Pipe Line Road  Northern Town  Jamshedpur  East Singhbhum  India,"0657-2433057
"
JH051,Dayanand Anglo Vedic Public School Patel Nagar  Agrico  Jamshedpur  East Singhbhum  India,"0657-2421744
"
JH052,Dayanand Public School Tapti Road  Sakchi  Jamshedpur  East Singhbhum  India,"0657-2431799
"
JH053,Ramakrishna Mission English School L. Road  BistupurJamshedpur  East Singhbhum  India,"0657-2249342
"
JH054,Tagore Academy Rabindra Bhawan  Subarnarekha Link  SakchiJamshedpur  East Singhbhum  India,"0657-2234276
"
JH055,Madhusthali Vidyapeeth P.o. Madhupur  Madhupur  Deoghar  India,"09931565416
"
JH056,Kerala Public School Road No. 17  Jawahar Nagar  MangoJamshedpur  East Singhbhum  India,"9304538979
"
JH057,Ramakrishna Mission English School Sidhgora  P.o. AgricoJamshedpur  East Singhbhum  India,"0657-2212611
"
JH058,Ramakrishna Vivekananda Sarada Vidyapith P.O. Bankati  P.S. Ghatshila  East Singhbhum  India,"09234703127
"
JH059,Sister Nivedita English High School Burmamines  Jamshedpur  East Singhbhum  India,"06572345335
"
JH060,Vivekananda English High School Chenab Road  P.O. SakchiJamshedpur  East Singhbhum  India,"0657-2430824
"
JH061,Bishop Westcott School Birsa Munda Rajpath  Village SoekoVia Khunti  Ranchi  India,"8084746353
"
JH062,Don Bosco Academy Village Konka  P.o. Mccluskiegunj  Ranchi  India,"9939450003
"
JH063,St. John's High School Jugsalai  Jamshedpur  East Singhbhum  India,"0657-2360298
"
JH065,Kerala Public School Near Bhetia Park  Uliyan  KadmaJamshedpur  East Singhbhum  India,"0657-2308668
"
JH066,River View English School New Rani Kudar  P.O. KadmaJamshedpur  East Singhbhum  India,"0657-2227482
"
JH067,Edwards English School P.O. Box No. 1 Jamtara  India,"09934358179
"
JH068,W. John Multipurpose Boarding School P.O. Piska Nagri  P.S- Nagri  Ranchi  India,"07250296826
"
JH069,Carmel School P. O. Bokaro Thermal  Bokaro Thermal  Bokaro  India,"06549-266200
"
JH070,Carmel School Samlong  Namkum  Ranchi  India,"8210591362
"
JH071,St. Xavier's English School Post Box No. 10  Chaibasa  West Singhbhum  India,"9420050357
"
JH072,Bishop Westcott Girls' School P.o. Doranda Ranchi  India,"0651-2490527
"
JH073,N. E. L. C. Don Bosco School At: Bandorjuri Mission Dumka  India,"9835006455
"
JH074,R.V.S. Academy Siroman Nagar  Dimna Road  MangoJamshedpur  East Singhbhum  India,"7631119477
"
JH075,Mazzarello School Sahera Via Tetri  Namkum P.O.  Ranchi  India,"7488355962
"
JH076,METAS ADVENTIST SCHOOL Bariatu Road  Baragain  Ranchi  India,"0651-2541829
"
JH077,Carmel School P.b. 54  Hazaribagh  HazaribagHazaribagh  Hazaribag  India,"06546-226078
"
JH078,Srikrishna Public School Bistupur  Jamshedpur  East Singhbhum  India,"06572890145
"
JH079,St. Joseph's School Bakshi Bandh Road  P.O. Dumka  Dumka  India,"06434-222921
"
JH080,Carmel Junior College Sonari  Jamshedpur  East Singhbhum  India,"8235040005
"
JH081,Bishop Hartmann Academy Ara Gate  Mahilong  Ranchi  India,"0651-2265258
"
JH082,St. Clare's School Lokai P.O. Koderma  India,"7765922776
"
JH083,St. Charles School HesagHatia  Ranchi  India,"7209350801
"
JH084,St. Francis School Samlong  Namkum P.o.  Ranchi  India,"08294015373
"
JH085,Lievens Academy Kutmu Lohardaga  India,"9431118447
"
JH086,J.H. Tarapore School Straight Mile Road  DhatkidihJamshedpur  East Singhbhum  India,"0657-2220420
"
JH087,St. Ann's School Kaitha  Gola RoadRamgarh  Hazaribag  India,"9955730254
"
JH088,Holy Child School Dudhani  P.O. Dumka  Dumka  India,"06434-227776
"
JH089,Mount Carmel School Ormanjhi  P.o. Chackla  Ranchi  India,"0651-2814529
"
JH090,Don Bosco School Khorhatoli  P.o. Box 201Kokar  Ranchi  India,"0651-2532659
"
JH091,Don Bosco School Bosco Nagar  Bamhani  Post Box No. 10  Gumla  India,"06524-290801
"
JH092,St. Mary's School At Sangramsai camp  Noamundi  West Singhbhum  India,"9279441158
"
JH093,St. Xavier's English School potka  Chakradharpur p.oChakradharpur  West Singhbhum  India,"9801502407
"
JH094,Children Of The New Dawn Torpa  Khunti  Khunti  India,"09431102798
"
JH095,Tarapore School Road No. 3  P.o. AgricoJamshedpur  West Singhbhum  India,"0657-2225551
"
JH096,Ramakrishna Vivekananda  International English School BarsoleBaharagora  East Singhbhum  India,"7349879177
"
JH097,XAVIER SCHOOL  GAMHARIA XITE  CAMPUSTATA KANDRA MAIN ROAD Jamshedpur  Seraikela-Kharsawan  India,"06572333384
"
JH098,St. Francis De Sales School Near Civil Court  Seraikella P.O.Seraikella  Seraikela-Kharsawan  India,"7909059043
"
JH099,St  Xavier's School Dhurwa-Lodhma-Karra-Rourkela-Mumbai Main Road  Sithiyo  Ranchi  India,"06516570712
"
JH100,Seventh Day Adventist School Jamtara Jamtara  India,"09973504822
"
JH101,V. S. Public School Village - Khatuakudar  Sini  Seraikela-Kharsawan  India,"7782995211
"
JH102,De Nobili School Post - Bhuli Nagar Dhanbad  India,"00-0000
"
JH103,Ramakrishna Vivekananda International English High School Kamarigora East Singhbhum  India,"9531505257
"
JH104,Ramakrishna Mission Lady Indrasingh English School Indranagar  Jamshedpur  East Singhbhum  India,"0657-2320699
"
JH105,Cluny Convent School 8 H.B.  Road  Kokar  Ranchi  India,"7739531261
"
JH106,St. Francis School Banhora  P.o. Hehal  Ranchi  India,"0651-2510166
"
JH107,St. Joseph School Village: Piadapur Pakur  India,"+919955836467
"
JH108,Providence School JYOTI NIKETAN  Sakrogarh  Sahibganj  India,"9693213489
"
JH109,St.Maria  School Chund VillageBrabme PostRanchi  India,"08084639929
"
JH110,D S M School For Excellence Thakur Pyara Singh RoadKashidihJamshedpur  East Singhbhum  India,"0657-2222105
"
JH111,St. Joseph's School Shrirampur Jamtara  India,"9006949119
"
JH112,Carmel School Brambe Opp.  CENTRAL UNIVERSITY OF JHARKHAND  P.O. Brambe  Ranchi  India,"8809278554
"
JH113,Mount Assisi School P.o. PoreyahatVillage  Poereyaht  Godda  India,
JH114,Holy Family School Barharwa  Jhikitia  Sahibganj  India,
JH115,S S Academy N.H - 33  Baliguma  Jamshedpur  East Singhbhum  India,"8603122447
"
JH116,St. Xavier's Academy Baralota  Po. - G.L.A. CollegeDaltonganj  Palamu  India,"6203661599
"
JH117,Sumana Dutta Memorial Vivekananda International School Bagan AreaBaligumaJamshedpur  East Singhbhum  India,"7209632993
"
JH118,St. Mary's School Kurmipara  Mihijam  Jamtara  India,
JH119,St. Joseph's School Jarmundi Dumka  India,"+918292537665
"
JH120,Carmel School Behind Sibu Soren Residence  KhijuriaDumka  India,
JH121,Fr. Agnel School Nayatoli  Dibadih  Ranchi  India,"9798805456
"
JK001,Sprawling Buds School Bantalab  Laxmipuram  Jammu  India,"0191-2591109
"
JK002,St. Peter`s  Higher Secondary School Karan Bagh  Chatha Morh  Jammu  India,"0191-2262780
"
KA001,American Friendship Residential School P.o. Gudibanda  Renumakalahalli  Kolar  India,"08156-261016
"
KA002,Baldwin Boys' High School Richmond Town  BENGALURU  India,"080-49363866
"
KA003,Baldwin Girls' High School 90 (34)  Richmond Road  BENGALURU  BENGALURU  India,"080-22211743
"
KA004,Bishop Cotton Boys' School .  St. Mark's Road  BENGALURU  India,"080-40527888
"
KA005,Bishop Cotton Girls'  School .  St. Mark's Road  BENGALURU  India,"080-22210268
"
KA006,Clarence High SchoolRichards Town  BENGALURU  India,"080-46334633
"
KA007,Cluny Convent High School 11Th Main Road  Malleswaram  BENGALURU  India,"080-23346536
"
KA008,The Frank Anthony Public School 13  Cambridge Road  Ulsoor  BENGALURU  India,"080-25540973
"
KA009,Sacred Heart Girls' High School Museum Road  BENGALURU  India,"080-22211237
"
KA010,The Cathedral High School 63  Richmond Road  BENGALURU  BENGALURU  India,"080-25574819
"
KA011,Seventh Day Adventist Higher Secondary School 98  Spencer Road  Frazer Town  BENGALURU  India,"080-25514606
"
KA012,Sophia High School 70  Palace Road  BENGALURU  BENGALURU  India,"080-22266825
"
KA013,St. Charles High School St. Thomas Town P.O. BENGALURU  India,"080-25463987
"
KA014,St. Francis Xavier Girls' High School 49  Promenade Road  Frazer Town  BENGALURU  India,"080-25368222
"
KA015,St. Germain High School Fraser Town  P.O. Box No. 504  BENGALURU  India,"080-25511353
"
KA016,St. John's High School 132  St. John'S Church Road  Cleveland Town  P.B. No. 505  BENGALURU  India,"080-25361456
"
KA017,St. Joseph's Boys High School #27  Museum Road  P.o. Box No. 25003BENGALURU  BENGALURU  India,"080-22214416
"
KA018,Cambridge School Basavanapura Main RoadK. R. Puram  BENGALURU  India,"080-25612067
"
KA019,Bethany High School Ca -12  20th Main  6th BlockKoramangala Layout  BENGALURU  India,"080-25533603
"
KA020,The Valley School Haridvanam  17th Km  Off Kanakapura Road  Thatguni P.o.BENGALURU  Bangalore Rural  India,"080-28435240
"
KA021,B.P. Indian Public School V. Main Road  Post Box No. 395Malleswaram  BENGALURU  India,"080-23347314
"
KA022,Bangalore Public School 2177  5Th Cross  18Th MainH.A.L.-II Stage  BENGALURU  India,"080-25273660
"
KA023,Presidency School Nandini Layout  BENGALURU  India,"080-23493291
"
KA024,Presidency School R.t. Nagar  Ca - 4  H.m.t. LayoutBENGALURU  BENGALURU  India,"080-42351159
"
KA025,Tunbridge High School 86 / 2  Infantry Road BENGALURU  India,"080-25582813
"
KA026,St. Mira's English School 6th Block  Rajaji Nagar  BENGALURU  India,"09483952532
"
KA027,New Horizon Public School 100 Feet Road  Indiranagar  BENGALURU  India,"080-25261021
"
KA028,St. Paul's English School 121  3rd Cross  3rd PhaseJ.P. Nagar  BENGALURU  India,"080-26582710
"
KA029,Mallya Aditi International School Post Box No. 6427  Yelahanka  BENGALURU  India,"080-40447000
"
KA030,The Oxford English School 1st Phase  J.P. Nagar  BENGALURU  India,"080-30410501
"
KA031,Florence Public School No. 6  P & T Colony  R.T. Nagar  BENGALURU  India,"080-23531747
"
KA032,The Eastwood High School 2  Cambridge Layout  Iii Main  SomeswarapurUlsoor  BENGALURU  India,"8040942650
"
KA035,Innisfree House School 9th Cross  23rd Main  II PhaseJ.P. Nagar  BENGALURU  India,"080-26597110
"
KA036,New Public English School No. 3  17th Cross  Magadi Chord RoadVijaya Nagar  BENGALURU  India,"080-23351087
"
KA037,Carmel School Padmanabh Nagar  Ii Stage  Banashankari  BENGALURU  India,"080-26691040
"
KA038,St. Mary's Public School 13  Queens Road BENGALURU  India,"080-22202854
"
KA039,Little Flower Public School #1  Banashankari III Stage  BENGALURU  BENGALURU  India,"080-26421964
"
KA040,Clarence Public School No. 710  7Th Main  Iii PhaseJ.P. Nagar  BENGALURU  India,"080-26584245
"
KA041,St. Ann's High School 80 Feet Road  6Th Block  Rajaji Nagar  BENGALURU  India,"080-23201718
"
KA042,S. Cadambi Vidya Kendra English Sec. School Ca - 2  10th Main  Ii Cross  3rd Stage West Of Chord RoadBasweshwarnagar  BENGALURU  India,"080-23226019
"
KA043,Sharada Residential SchoolKunjibettu  Udupi  India,"0820-2523129
"
KA044,Vidya Niketan School No. 30  Kempapura  Hebbal  BENGALURU  India,"080-23620454
"
KA045,Vivekananda Educational Centre No. 1  4Th Block East  Jayanagar  BENGALURU  India,"080-26633167
"
KA046,Twinklers School 605  15th Cross  6th PhaseJ.P. Nagar  BENGALURU  India,"080-26646779
"
KA047,Sandur Girls Residential School Vyasankere  Hospet Taluk  Bellary  India,"08394-294101
"
KA048,Sri Kumaran Public School Sy. No. 44 To 48  Mallasandra Village  Uttarahalli HobliBangalore South Taluk  BENGALURU  India,"080-22538105
"
KA049,Sree Rama Vidyalaya 9Th Main2Nd Block  Jaya Nagar  BENGALURU  India,"080-26564250
"
KA050,Phoenix Public Residential School Pune-mumbai Highway  Honaga  Belgaum  India,"0831-6533270
"
KA051,Ekya School No. 16  6th 'b' Main  III PhaseJ.P. Nagar  BENGALURU  India,"080-26588585
"
KA052,Jyothi English Medium School P.o. Box No. 34  Madikere  Kolar  India,"8762690585
"
KA053,Coorg Public School Post Box No. 14  GonikoppalS. Kodagu  Kodagu  India,"08274-247011
"
KA054,Sishu Griha Montessori And High No. 3  H.a.l. III Stage  New Thippasandra PostBangalore South Taluk  BENGALURU  India,"080-25213940
"
KA055,Sayyid Akbar Husayni School Khaja Bandanawaz Marg  Near Dargah Rauza-E-Buzurg  Gulbarga  India,"08472-223939
"
KA056,Acharya Pathasala Public School N.R. Colony  Narasimha Raja Colony  BENGALURU  India,"080-26621302
"
KA057,National Academy For Learning III Cross  III Stage  III Block  BasaveshwarnagarBasweshwarnagar  BENGALURU  India,"080-23239281
"
KA058,St. Thomas Public School 32  Church Road  New ThippasandraIndira Nagar  BENGALURU  India,"080-25282890
"
KA059,Vidyaniketan Public SchoolKaup  Udupi  India,"0820-2552253
"
KA060,Carmel High School Ii - Block  Iii Stage  Judges' Colony  West Of Chord RoadBasaweshwaranagar  BENGALURU  India,"080-23227015
"
KA061,Notre Dame School Vijayanagar Iv Stage  Hunsur Road  Hinkal  Mysore  India,"0821-2402856
"
KA062,Dayananda Sagar International School Sagar Hospital Road  Kumaraswamy Layout  BENGALURU  India,"080-26665463
"
KA063,Acharya Vidya Kula Aloka Road  Left Fork  Off Mysore Madikeri Highway12 K.M. Stone  Mysore  India,"0821-2402150
"
KA064,Sri Vani Public School 1246  Ii Stage  Rajaji Nagar  BENGALURU  India,"080-23322239
"
KA065,Mysore Public School H.d. Kote Road  Rayanakere Post  Mysore  India,"0821-2597917
"
KA066,Sri Siddhi Vinayaka Residential School Hattiangady  Kundapura Taluk  Udupi  India,"08254-264591
"
KA067,Green Park Central School Hiriadka  Udupi  India,"0820-2542404
"
KA068,R.T. Nagar Public School #14(P) H M T House Building Co-operative SocietyGangenahalliR T Nagar PostBangalore - 560032  R.T. Nagar Post  Post Box No. 3226Bengaluru  BENGALURU  India,"080-23542040
"
KA069,Sri K.V. English School C.V.V. Campus  Chickballapur  Kolar  India,"08156-263070
"
KA070,Bishop Sargant School C.s.i.v.c. Campus  B.h. Road  Tumkur  India,"0816-2252092
"
KA071,Sandur Residential School Sandur P.o.  Shivapur  Bellary  India,"08395-260246
"
KA072,Daffodils English School Postal Colony  Rajamahal Vilas  II StageBengaluru  BENGALURU  India,"080-23418188
"
KA073,Acts Secondary School 15 Km  Hosur Road  Electronic City PostBENGALURU  BENGALURU  India,"7411070156
"
KA076,The New Cambridge English School R.P.C. Layout  Vijaya Nagar  BENGALURU  India,"080-23301499
"
KA077,St. Philomena's English Primary School Doddabommasandra  Vidyaranyapura  Main RoadJalahalli  BENGALURU  India,"080-40919242
"
KA078,St. Theresa's School Bendur Dakshina Kannada  India,"0824-2214278
"
KA079,Ryan International School Behind H.l.l. Ltd.  Near A.e.c.s. Layout  KundalahalliM.H. Colony  BENGALURU  India,"080-28525439
"
KA080,International School Whitefield  Sarjapur Road  Near Dommandra CircleBENGALURU  BENGALURU  India,"080-22634900
"
KA081,Cambridge Public School Casite No. 28  11th Cross  22nd Main Road  Sector 1  BENGALURU  India,"080-22589283
"
KA082,Cambridge Public School C.a. Site 13  25th Cross  19th Main  Sector-2 H.s.r.extensionH.S.R. Extension  BENGALURU  India,"080-25723839
"
KA083,Appollo National Public School 125/1  U-block  H. B. C. S. LayoutBanashankari  BENGALURU  India,"080-26692847
"
KA084,Auden Institute Of Education No. 17  Girinagar  3rd Stage  Viith BlockBanashankari  BENGALURU  India,"9448807821
"
KA085,Rashtreeya Vidyalaya Public School Rashtreeya Vidyalaya Road  Near Lalbagh West GateVisweswarapuram  BENGALURU  India,"080-26569588
"
KA086,Miranda English Medium School Ca - 52  10th Main  6th CrossH.A.L. III Stage  BENGALURU  India,"080-25281760
"
KA087,Vidyashilp Academy Post Box No. 6437  ShivanahalliYelahanka Hobli  BENGALURU  India,"9739801824
"
KA088,Maruthi Vidyalaya No. 85 / 2  Horamavu Agara  Bank Avenue ExtensionBENGALURU  BENGALURU  India,"6364448305
"
KA089,St. Charles High School Kammanahalli  St. Thomas Town  BENGALURU  India,"7259867189
"
KA090,The Sudarshan Vidya Mandir I.C.S.E. Academy 1164  26Th  'A'  Main Road  4Th  T - BlockJayanagar  BENGALURU  India,"080-26646221
"
KA091,Mount Senoria School No. 82 Swathantra  Yodhara Nagar  Laggere  BENGALURU  India,"9632034063
"
